--- Extraction Run Started: 2026-07-16 11:22:08.876418 ---
Input File: linkedin_fresher_data_analyst_jobs_merged.csv (913 rows)
Target Column: Required Skills

Row 1: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/associate-at-pwc-india-4291066596 | No valid email addresses found in text
Row 621: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/senior-data-analyst-at-gobblecube-4430941123 | No valid email addresses found in text
Row 622: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-engineer-at-aaa-global-4433303080 | No valid email addresses found in text
Row 623: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-analyst-on-site-in-dubai-at-puffy-4432601520 | No valid email addresses found in text
Row 624: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-engineer-at-indusind-bank-4426471828 | No valid email addresses found in text
Row 625: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/remote-data-analyst-at-turing-4437780304 | No valid email addresses found in text
Row 626: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/remote-data-analyst-at-turing-4437777493 | No valid email addresses found in text
Row 627: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/remote-data-analyst-at-turing-4437784306 | No valid email addresses found in text
Row 628: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/assistant-manager-at-anaptyss-4433611390 | No valid email addresses found in text
Row 629: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/1970755-assistant-manager-at-exl-4304167128 | No valid email addresses found in text
Row 630: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-analyst-intern-at-pallav-technologies-4436836254 | No valid email addresses found in text
Row 631: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-engineer-at-aeris-4434988940 | No valid email addresses found in text
Row 632: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-analyst-at-ameriprise-financial-services-llc-4418141116 | No valid email addresses found in text
Row 633: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-modeller-at-ntt-data-north-america-4432261470 | No valid email addresses found in text
Row 634: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/analyst-data-analytics-at-american-express-4437036684 | No valid email addresses found in text
Row 635: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-modeler-at-mindtel-4432624968 | No valid email addresses found in text
Row 636: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/senior-data-analyst-at-scoutit-4437007935 | No valid email addresses found in text
Row 637: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/senior-data-analyst-at-scoutit-4437025315 | No valid email addresses found in text
Row 638: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/power-bi-data-analyst-at-crisil-4401892997 | No valid email addresses found in text
Row 639: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-analyst-at-honasa-consumer-ltd-4433818084 | No valid email addresses found in text
Row 640: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/hiring-for-business-analyst-axiom-at-deloitte-4428957180 | No valid email addresses found in text
Row 641: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/senior-business-analyst-at-bharatpe-4435059083 | No valid email addresses found in text
Row 642: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-analyst-at-aidash-4430931619 | No valid email addresses found in text
Row 643: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/analyst-business-manager-ecommerce-at-publicis-global-delivery-pgd-4432628163 | No valid email addresses found in text
Row 644: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-analyst-clm-at-luxoft-india-4429785244 | No valid email addresses found in text
Row 645: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/functional-business-analyst-at-thoughts2binary-4434998207 | No valid email addresses found in text
Row 646: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/walkin-drive-business-operations-analyst-22nd-26th-june-26-noida-at-hcltech-4430944972 | No valid email addresses found in text
Row 647: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/walkin-drive-business-operations-analyst-22nd-26th-june-26-noida-at-hcltech-4430947442 | No valid email addresses found in text
Row 648: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-analyst-wealth-management-at-tata-consultancy-services-4430573578 | No valid email addresses found in text
Row 649: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/technical-business-analyst-rpa-ai-at-cvent-4425070873 | No valid email addresses found in text
Row 650: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/lead-business-analyst-at-xceedance-4426936775 | No valid email addresses found in text
Row 651: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-consultant-at-u2opia-4429035504 | No valid email addresses found in text
Row 652: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-analyst-at-sid-global-solutions-4437009220 | No valid email addresses found in text
Row 653: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-process-analyst-fp-a-at-mynd-integrated-solutions-pvt-ltd-4427508010 | No valid email addresses found in text
Row 654: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/manager-senior-analyst-management-consulting-at-mercados-energy-markets-india-4396938757 | No valid email addresses found in text
Row 655: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/mega-walkin-drive-business-operations-analyst-30th-june-1st-july-26-gurugram-at-hcltech-4434099235 | No valid email addresses found in text
Row 656: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-analyst-digital-banking-transformation-at-luxoft-4436479159 | No valid email addresses found in text
Row 657: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-analyst-p-c-insurance-at-xceedance-4426081051 | No valid email addresses found in text
Row 658: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/remote-business-analyst-at-turing-4438137605 | No valid email addresses found in text
Row 659: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-analyst-project-manager-%E2%80%93-cargowise-c1-at-jigya-software-services-4435516055 | No valid email addresses found in text
Row 660: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/remote-business-analyst-at-turing-4438147131 | No valid email addresses found in text
Row 661: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/remote-business-analyst-at-turing-4438135736 | No valid email addresses found in text
Row 662: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-advisory-analyst-voice-at-accenture-in-india-4431757296 | No valid email addresses found in text
Row 663: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/it-business-analyst-at-stemz-healthcare-4431655806 | No valid email addresses found in text
Row 664: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/finance-business-process-analyst-at-taboola-4432081701 | No valid email addresses found in text
Row 665: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/national-ba-beauty-advisor-ops-lead-at-honasa-consumer-ltd-4431578552 | No valid email addresses found in text
Row 666: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-analyst-i-master-data-at-mccormick-company-4394780655 | No valid email addresses found in text
Row 667: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-analyst-vp-at-natwest-group-4437827147 | No valid email addresses found in text
Row 668: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/senior-business-analyst-at-sopra-steria-4436355216 | No valid email addresses found in text
Row 669: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-analyst-s3-works-at-exl-4364309633 | No valid email addresses found in text
Row 670: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-analyst-at-accenture-in-india-4435605191 | No valid email addresses found in text
Row 671: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/rpa-business-analyst-at-flight-centre-travel-group-4431212453 | No valid email addresses found in text
Row 672: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/manager-product-data-analytics-at-mastercard-4426812409 | No valid email addresses found in text
Row 673: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-intelligence-developer-at-exl-4427340769 | No valid email addresses found in text
Row 674: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/senior-product-executive-analytics-at-interactive-avenues-4431202750 | No valid email addresses found in text
Row 675: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/senior-analyst-business-insights-at-mastercard-4428963707 | No valid email addresses found in text
Row 676: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/manager-at-exl-4428927699 | No valid email addresses found in text
Row 677: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-scientist-i-at-mastercard-4416840119 | No valid email addresses found in text
Row 678: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/founder-s-office-intern-at-easemytrip-com-4434545402 | No valid email addresses found in text
Row 679: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/manager-marketing-analytics-data-visualization-reporting-at-accenture-in-india-4436589776 | No valid email addresses found in text
Row 680: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/manager-at-exl-4422257004 | No valid email addresses found in text
Row 681: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/product-analyst-at-gobblecube-4437762513 | No valid email addresses found in text
Row 682: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-scientist-at-exl-4426476648 | No valid email addresses found in text
Row 683: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/manager-manager-research-quant-analyst-at-marsh-4435249330 | No valid email addresses found in text
Row 684: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/head-of-retail-operations-at-reliance-brands-limited-4432082462 | No valid email addresses found in text
Row 685: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/remote-data-analyst-at-turing-4437781367 | No valid email addresses found in text
Row 686: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/senior-business-data-analyst-at-verbaflo-ai-4436212417 | No valid email addresses found in text
Row 687: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/global-people-analytics-analyst-data-engineering-at-boston-consulting-group-bcg-4432669231 | No valid email addresses found in text
Row 688: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/associate-product-manager-at-airtel-digital-4430882803 | No valid email addresses found in text
Row 689: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4397363790 | No valid email addresses found in text
Row 690: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4423078228 | No valid email addresses found in text
Row 691: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/devops-engineer-remote-work-ref%23284462-at-bairesdev-4298785695 | No valid email addresses found in text
Row 692: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/appian-developer-at-appbay-technologies-4410162982 | No valid email addresses found in text
Row 693: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/senior-data-analyst-at-scoutit-4437011817 | No valid email addresses found in text
Row 694: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/senior-data-analyst-at-scoutit-4437007934 | No valid email addresses found in text
Row 695: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/financial-analyst-reference-data-financial-instruments-at-simcorp-4410541524 | No valid email addresses found in text
Row 696: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/sr-data-analyst-at-gartner-4437307335 | No valid email addresses found in text
Row 697: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/240680-senior-executive-at-exl-4304125854 | No valid email addresses found in text
Row 698: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/1970755-assistant-manager-at-exl-4304115036 | No valid email addresses found in text
Row 699: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/senior-analyst-data-science-at-american-express-4436877141 | No valid email addresses found in text
Row 700: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-operations-analyst-india-ops-at-commure-4423061157 | No valid email addresses found in text
Row 701: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/data-scientist-fall-co-op-2026-at-omya-4436268506 | No valid email addresses found in text
Row 702: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/linkedin-regression-job-always-optin-at-infinite-talent-middleware-test-company-4371962399 | No valid email addresses found in text
Row 703: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/information-security-analyst-ii-at-cincinnati-children-s-4417393614 | No valid email addresses found in text
Row 704: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/data-solutions-engineer-at-paychex-4434893530 | No valid email addresses found in text
Row 705: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/job-5508-at-alten-4410305272 | No valid email addresses found in text
Row 706: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/delegated-authority-operations-analyst-at-core-specialty-insurance-holdings-inc-4433103368 | No valid email addresses found in text
Row 707: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/hustle-handshakes-at-appaxis-4438216964 | No valid email addresses found in text
Row 708: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-management-analyst-at-idp-education-ltd-4436322640 | No valid email addresses found in text
Row 709: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/senior-data-analyst-at-scoutit-4437018615 | No valid email addresses found in text
Row 710: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/procure-to-pay-operations-senior-analyst-at-accenture-in-india-4361536318 | No valid email addresses found in text
Row 711: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4410905462 | No valid email addresses found in text
Row 712: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/record-to-report-ops-senior-analyst-at-accenture-in-india-4410798756 | No valid email addresses found in text
Row 713: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/custom-software-engineer-at-accenture-in-india-4335463122 | No valid email addresses found in text
Row 714: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/custom-software-engineer-at-accenture-in-india-4339247815 | No valid email addresses found in text
Row 715: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-analyst-at-northrise-4434338854 | No valid email addresses found in text
Row 716: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-analyst-at-moneymul-4218297610 | No valid email addresses found in text
Row 717: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/lead-business-product-analysis-at-s-p-global-4437074069 | No valid email addresses found in text
Row 718: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/lead-business-product-analysis-at-s-p-global-4437070194 | No valid email addresses found in text
Row 719: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/lead-business-analyst-at-iris-software-inc-4422394084 | No valid email addresses found in text
Row 720: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/senior-business-analyst-at-iris-software-inc-4437171580 | No valid email addresses found in text
Row 721: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-analyst-at-louis-dreyfus-company-4404643429 | No valid email addresses found in text
Row 722: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/associate-business-analyst-data-engineering-cloud-data-engineering-at-exl-4339166908 | No valid email addresses found in text
Row 723: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-advisory-analyst-voice-at-accenture-in-india-4411829572 | No valid email addresses found in text
Row 724: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-analyst-at-accenture-in-india-4435613090 | No valid email addresses found in text
Row 725: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-analyst-at-accenture-in-india-4435611080 | No valid email addresses found in text
Row 726: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/senior-business-analyst-%E2%80%93-ai-regulatory-compliance-at-innova-esi-4438251352 | No valid email addresses found in text
Row 727: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/business-analyst-at-talentally-4438290216 | No valid email addresses found in text
Row 728: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/information-technology-business-analyst-at-insight-global-4437323067 | No valid email addresses found in text
Row 729: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/lob-principal-business-analyst-at-fifth-third-bank-4437081794 | No valid email addresses found in text
Row 730: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/contact-center-business-analyst-at-vernovis-4438278890 | No valid email addresses found in text
Row 731: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/ai-finance-senior-tech-consulting-location-open-at-ey-4435601021 | No valid email addresses found in text
Row 732: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/vice-president-new-business-development-cpg-sales-at-symphonyai-4393904408 | No valid email addresses found in text
Row 733: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/technical-product-owner-at-kpi-solutions-4428858860 | No valid email addresses found in text
Row 734: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/sr-financial-analyst-at-glanbia-4429957618 | No valid email addresses found in text
Row 735: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/senior-financial-analyst-at-emcor-facilities-services-4438540195 | No valid email addresses found in text
Row 736: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://www.linkedin.com/jobs/view/quality-control-analyst-ii-at-nitto-avecia-4412952219 | No valid email addresses found in text
Row 737: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-advisory-analyst-voice-at-accenture-in-india-4431763175 | No valid email addresses found in text
Row 738: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-analyst-vp-at-natwest-group-4438240867 | No valid email addresses found in text
Row 739: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/in/kajolsingh124 | No valid email addresses found in text
Row 740: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/technical-lead-at-birlasoft-4431229032 | No valid email addresses found in text
Row 741: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/python-%2B-data-at-auriga-it-4424784373 | No valid email addresses found in text
Row 742: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/management-information-system-supervisor-at-eat-better-co-4435576183 | No valid email addresses found in text
Row 743: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/soc-analyst-2-5-years-jaipur-at-tata-communications-4436356262 | No valid email addresses found in text
Row 744: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/custom-software-engineer-at-accenture-in-india-4343119337 | No valid email addresses found in text
Row 745: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/custom-software-engineer-at-accenture-in-india-4343179075 | No valid email addresses found in text
Row 746: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/custom-software-engineer-at-accenture-in-india-4343198961 | No valid email addresses found in text
Row 747: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/custom-software-engineer-at-accenture-in-india-4343198959 | No valid email addresses found in text
Row 748: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/custom-software-engineer-at-accenture-in-india-4343119373 | No valid email addresses found in text
Row 749: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/custom-software-engineer-at-accenture-in-india-4343198952 | No valid email addresses found in text
Row 750: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/technology-support-engineer-at-accenture-in-india-4423542318 | No valid email addresses found in text
Row 751: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/application-support-engineer-at-accenture-in-india-4361653206 | No valid email addresses found in text
Row 752: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/custom-software-engineer-at-accenture-in-india-4313252462 | No valid email addresses found in text
Row 753: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/custom-software-engineer-at-accenture-in-india-4313254405 | No valid email addresses found in text
Row 754: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/custom-software-engineer-at-accenture-in-india-4313241783 | No valid email addresses found in text
Row 755: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/custom-software-engineer-at-accenture-in-india-4313246636 | No valid email addresses found in text
Row 756: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/custom-software-engineer-at-accenture-in-india-4313237902 | No valid email addresses found in text
Row 757: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/custom-software-engineer-at-accenture-in-india-4313249473 | No valid email addresses found in text
Row 758: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/custom-software-engineer-at-accenture-in-india-4313239856 | No valid email addresses found in text
Row 759: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/record-to-report-ops-analyst-at-accenture-in-india-4436766952 | No valid email addresses found in text
Row 760: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/record-to-report-ops-analyst-at-accenture-in-india-4397376522 | No valid email addresses found in text
Row 761: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/analytics-and-modeling-analyst-at-accenture-in-india-4432483491 | No valid email addresses found in text
Row 762: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/e-commerce-analyst-at-nielseniq-4436511556 | No valid email addresses found in text
Row 763: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-specialist-at-yipitdata-4344520863 | No valid email addresses found in text
Row 764: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/power-bi-developer-at-cloudsmartz-netsmartz-group-4401385643 | No valid email addresses found in text
Row 765: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/measurement-report-analyst-at-accenture-in-india-4425663418 | No valid email addresses found in text
Row 766: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-scientist-ii-at-mastercard-4419253599 | No valid email addresses found in text
Row 767: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/insurance-analytics-at-eliterecruitments-4435056002 | No valid email addresses found in text
Row 768: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/technology-associate-at-peepul-4428945251 | No valid email addresses found in text
Row 769: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-science-or-data-analysis-at-emarlex-multiventure-4416209241 | No valid email addresses found in text
Row 770: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/packaging-data-analyst-at-mccormick-company-4411139057 | No valid email addresses found in text
Row 771: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/senior-data-analyst-at-khan-academy-4395900303 | No valid email addresses found in text
Row 772: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-analyst-operations-ip-legal-compliance-at-roblox-4406253033 | No valid email addresses found in text
Row 773: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/business-intelligence-analyst-at-pinkerton-comprehensive-risk-management-4428878869 | No valid email addresses found in text
Row 774: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/senior-associate-at-macquarie-group-4434516983 | No valid email addresses found in text
Row 775: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-scientist-at-emarlex-multiventure-4416208230 | No valid email addresses found in text
Row 776: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-operations-analyst-india-ops-at-athelas-4423092718 | No valid email addresses found in text
Row 777: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-analyst-at-r3-consultant-4303513539 | No valid email addresses found in text
Row 778: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/data-analyst-fixed-term-at-icf-4437763631 | No valid email addresses found in text
Row 779: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/market-data-analyst-at-saxo-bank-4437062496 | No valid email addresses found in text
Row 780: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/analytics-and-modeling-analyst-at-accenture-services-pvt-ltd-4435268299 | No valid email addresses found in text
Row 781: Status=SKIPPED_NO_EMAIL | Email=None | Link=https://in.linkedin.com/jobs/view/research-analyst-primary-market-research-data-processing-at-mastercard-4410177925 | No valid email addresses found in text
